Y,red,green,blue,vis_1,ir_2,vis_2,ir_3,vis_3,E
1,73.0,8.0,101.0,3147.0,1702.0,384.0,1652.0,78.0,1
1,81.0,47.0,86.0,4006.0,1630.0,400.0,1739.0,79.0,1
0,50.0,39.0,75.0,2829.0,1293.0,351.0,448.0,135.0,1
1,80.0,20.0,82.0,3537.0,1822.0,344.0,1695.0,67.0,1
1,67.0,64.0,86.0,3524.0,1841.0,484.0,1706.0,84.0,1
0,67.0,19.0,71.0,2606.0,1114.0,306.0,535.0,117.0,1
1,56.0,75.0,82.0,4582.0,1870.0,458.0,1699.0,81.0,1
1,89.0,82.0,82.0,4198.0,2691.0,648.0,1826.0,89.0,1
0,57.0,37.0,84.0,3289.0,1291.0,324.0,537.0,135.0,1
0,42.0,50.0,91.0,3184.0,1286.0,402.0,476.0,107.0,1
0,49.0,61.0,85.0,3255.0,1730.0,447.0,548.0,161.0,1
1,71.0,26.0,100.0,3730.0,1523.0,397.0,1675.0,67.0,1
1,63.0,22.0,87.0,2762.0,1312.0,317.0,1638.0,61.0,1
1,72.0,2.0,88.0,2652.0,1471.0,325.0,1680.0,59.0,1
0,54.0,19.0,98.0,2845.0,1033.0,359.0,476.0,151.0,1
1,63.0,53.0,81.0,3204.0,1500.0,342.0,1707.0,86.0,1
1,75.0,93.0,84.0,4802.0,2106.0,560.0,1776.0,100.0,1
0,48.0,51.0,94.0,3894.0,1561.0,470.0,618.0,167.0,1
0,57.0,4.0,95.0,2464.0,1235.0,306.0,491.0,107.0,1
1,77.0,60.0,79.0,3706.0,1912.0,480.0,1716.0,77.0,1
1,76.0,21.0,97.0,3596.0,1678.0,412.0,1669.0,90.0,1
1,64.0,18.0,85.0,2566.0,1272.0,286.0,1636.0,55.0,1
1,83.0,18.0,92.0,3364.0,1629.0,426.0,1723.0,77.0,1
0,40.0,43.0,71.0,2797.0,1146.0,293.0,470.0,146.0,1
1,68.0,10.0,103.0,3798.0,1519.0,402.0,1665.0,77.0,1
0,36.0,3.0,75.0,1859.0,749.0,258.0,322.0,100.0,1
1,73.0,26.0,79.0,2771.0,1607.0,351.0,1654.0,64.0,1
1,69.0,51.0,91.0,3084.0,1518.0,515.0,1691.0,83.0,1
0,58.0,16.0,89.0,3004.0,1199.0,326.0,514.0,118.0,1
1,65.0,84.0,106.0,4402.0,1875.0,600.0,1763.0,102.0,1
1,59.0,46.0,114.0,4365.0,1480.0,462.0,1680.0,81.0,1
0,41.0,6.0,70.0,1921.0,696.0,224.0,336.0,72.0,1
0,65.0,26.0,69.0,2050.0,1294.0,285.0,641.0,130.0,1
0,44.0,50.0,115.0,3865.0,1515.0,437.0,581.0,170.0,1
0,48.0,12.0,89.0,2874.0,1007.0,300.0,379.0,104.0,1
1,38.0,98.0,74.0,5134.0,1222.0,414.0,1070.0,169.0,2
1,102.0,27.0,81.0,3439.0,1977.0,426.0,1046.0,126.0,2
0,63.0,50.0,87.0,3186.0,1749.0,433.0,712.0,170.0,2
0,50.0,17.0,84.0,2484.0,1150.0,310.0,444.0,106.0,2
0,66.0,28.0,92.0,3018.0,1296.0,359.0,597.0,131.0,2
0,53.0,62.0,91.0,3431.0,1443.0,409.0,741.0,193.0,2
1,86.0,21.0,100.0,3339.0,1767.0,317.0,1025.0,129.0,2
0,29.0,35.0,107.0,3533.0,831.0,414.0,367.0,120.0,2
1,39.0,70.0,91.0,3754.0,1490.0,425.0,949.0,131.0,2
1,79.0,30.0,88.0,3430.0,1561.0,357.0,1050.0,131.0,2
0,31.0,26.0,72.0,1975.0,874.0,253.0,333.0,87.0,2
1,79.0,9.0,105.0,3768.0,1612.0,406.0,951.0,136.0,2
0,17.0,64.0,88.0,3461.0,862.0,383.0,470.0,159.0,2
0,70.0,9.0,92.0,2421.0,1388.0,371.0,591.0,148.0,2
1,82.0,48.0,80.0,3584.0,2003.0,440.0,998.0,133.0,2
1,89.0,41.0,88.0,3922.0,1555.0,449.0,1023.0,148.0,2
1,108.0,66.0,89.0,4428.0,2622.0,564.0,1183.0,142.0,2
0,64.0,22.0,75.0,2988.0,1191.0,336.0,529.0,134.0,2
1,56.0,34.0,107.0,3337.0,1655.0,422.0,989.0,135.0,2
1,86.0,70.0,78.0,4216.0,1878.0,370.0,1222.0,177.0,2
1,59.0,55.0,104.0,3957.0,1646.0,411.0,919.0,150.0,2
1,71.0,53.0,71.0,2377.0,1473.0,376.0,1061.0,154.0,2
0,23.0,4.0,119.0,2964.0,666.0,359.0,318.0,138.0,2
0,81.0,2.0,75.0,2037.0,1537.0,301.0,564.0,120.0,2
0,60.0,26.0,87.0,3066.0,1280.0,394.0,482.0,121.0,2
1,67.0,42.0,72.0,3451.0,1858.0,382.0,946.0,114.0,2
1,79.0,55.0,65.0,3596.0,1647.0,381.0,1048.0,136.0,2
1,59.0,54.0,97.0,3710.0,1696.0,454.0,1011.0,170.0,2
1,91.0,104.0,69.0,4701.0,2612.0,574.0,1459.0,209.0,2
1,72.0,88.0,65.0,4393.0,2043.0,420.0,1254.0,157.0,2
1,76.0,41.0,73.0,3208.0,1495.0,334.0,1006.0,125.0,2
1,79.0,102.0,83.0,4573.0,2328.0,577.0,1379.0,217.0,2
1,56.0,38.0,88.0,3242.0,1384.0,352.0,971.0,118.0,2
0,23.0,28.0,65.0,1238.0,552.0,211.0,282.0,79.0,2
1,57.0,79.0,89.0,3966.0,1787.0,439.0,1130.0,173.0,2
0,54.0,18.0,95.0,3230.0,1089.0,306.0,420.0,122.0,2
1,92.0,31.0,95.0,3601.0,1820.0,378.0,1087.0,145.0,2
0,51.0,36.0,100.0,3433.0,1245.0,446.0,538.0,150.0,2
0,50.0,13.0,73.0,2091.0,907.0,236.0,385.0,94.0,2
1,91.0,54.0,105.0,4484.0,2181.0,497.0,1161.0,192.0,2
1,79.0,43.0,100.0,3805.0,1508.0,469.0,1124.0,159.0,2
1,60.0,14.0,95.0,2776.0,1177.0,336.0,934.0,130.0,2
1,92.0,59.0,103.0,4903.0,2620.0,586.0,1375.0,231.0,2
1,75.0,15.0,91.0,3110.0,1207.0,335.0,1001.0,133.0,2
0,35.0,55.0,80.0,3624.0,1112.0,398.0,431.0,157.0,2
0,55.0,22.0,91.0,3064.0,1170.0,336.0,537.0,130.0,2
1,84.0,56.0,90.0,3624.0,1837.0,425.0,1313.0,173.0,2
0,71.0,12.0,83.0,2966.0,1404.0,368.0,611.0,144.0,2
1,70.0,3.0,95.0,3141.0,1386.0,251.0,900.0,99.0,2
1,81.0,16.0,97.0,2994.0,1605.0,421.0,1057.0,130.0,2
1,71.0,89.0,96.0,4981.0,2266.0,533.0,1322.0,235.0,2
0,52.0,23.0,93.0,3200.0,1219.0,296.0,487.0,130.0,2
1,58.0,63.0,80.0,3768.0,1637.0,430.0,1042.0,160.0,2
0,56.0,29.0,95.0,3294.0,1338.0,430.0,516.0,133.0,2
0,47.0,35.0,84.0,2754.0,1103.0,317.0,510.0,127.0,2
0,51.0,17.0,86.0,2686.0,1348.0,338.0,415.0,115.0,2
0,73.0,14.0,83.0,2722.0,1400.0,351.0,623.0,107.0,2
1,85.0,0.0,107.0,3175.0,1716.0,467.0,1025.0,138.0,2
0,47.0,35.0,99.0,2812.0,1438.0,362.0,530.0,131.0,2
1,79.0,4.0,94.0,3167.0,1757.0,390.0,996.0,107.0,2
1,83.0,54.0,83.0,3866.0,2164.0,499.0,1061.0,147.0,2
1,66.0,50.0,95.0,3530.0,1765.0,422.0,986.0,120.0,2
0,58.0,13.0,77.0,2532.0,1186.0,307.0,442.0,94.0,2
0,47.0,40.0,90.0,2850.0,1135.0,277.0,555.0,155.0,2
1,46.0,87.0,95.0,3880.0,1682.0,502.0,1112.0,185.0,2
1,55.0,55.0,108.0,3567.0,1653.0,448.0,1037.0,158.0,2
1,35.0,80.0,124.0,4336.0,1792.0,576.0,1041.0,199.0,2
0,47.0,26.0,100.0,2660.0,1158.0,412.0,429.0,128.0,2
1,92.0,66.0,89.0,3672.0,2029.0,526.0,1227.0,191.0,2
1,70.0,69.0,96.0,4590.0,2126.0,504.0,1210.0,175.0,2
0,28.0,14.0,97.0,2699.0,742.0,292.0,289.0,105.0,2
0,52.0,2.0,86.0,2312.0,1119.0,313.0,458.0,115.0,2
1,76.0,33.0,92.0,3775.0,1738.0,288.0,1000.0,117.0,2
1,94.0,31.0,94.0,3232.0,2112.0,427.0,1016.0,146.0,2
0,59.0,27.0,75.0,2296.0,1309.0,338.0,456.0,125.0,2
0,75.0,4.0,95.0,2930.0,1315.0,381.0,530.0,124.0,2
1,82.0,19.0,92.0,2983.0,1857.0,423.0,1044.0,148.0,2
0,27.0,29.0,84.0,2151.0,737.0,327.0,331.0,110.0,2
1,83.0,39.0,87.0,3316.0,2061.0,441.0,997.0,161.0,2
1,63.0,56.0,87.0,3190.0,1534.0,375.0,973.0,151.0,2
1,52.0,51.0,108.0,3835.0,1429.0,441.0,986.0,195.0,2
0,69.0,11.0,84.0,3224.0,1149.0,272.0,601.0,117.0,2
1,34.0,102.0,96.0,4513.0,1735.0,585.0,1110.0,217.0,2
0,45.0,81.0,82.0,3534.0,1553.0,486.0,615.0,149.0,2
0,66.0,37.0,76.0,2585.0,1382.0,350.0,596.0,118.0,2
1,68.0,50.0,80.0,3737.0,1894.0,479.0,993.0,134.0,2
0,49.0,37.0,103.0,3113.0,1454.0,404.0,487.0,162.0,2
0,77.0,19.0,84.0,3092.0,1550.0,349.0,482.0,135.0,2
1,78.0,31.0,92.0,3219.0,1528.0,391.0,1016.0,149.0,2
1,57.0,38.0,111.0,3378.0,1264.0,405.0,944.0,136.0,2
1,69.0,89.0,104.0,5800.0,2451.0,619.0,1165.0,182.0,2
1,105.0,18.0,89.0,3224.0,2209.0,443.0,1034.0,112.0,2
0,53.0,38.0,79.0,3570.0,1410.0,298.0,530.0,140.0,2
1,70.0,42.0,84.0,3601.0,1876.0,447.0,921.0,153.0,2
0,55.0,71.0,91.0,4347.0,1675.0,517.0,796.0,187.0,2
1,93.0,51.0,99.0,3160.0,2263.0,492.0,1197.0,166.0,2
1,62.0,34.0,105.0,3375.0,1478.0,418.0,997.0,192.0,2
1,86.0,54.0,92.0,3683.0,1780.0,506.0,1147.0,178.0,2
0,46.0,6.0,89.0,2845.0,1022.0,295.0,441.0,119.0,2
0,53.0,4.0,99.0,2978.0,1080.0,354.0,396.0,124.0,2
0,52.0,7.0,101.0,2565.0,998.0,320.0,501.0,116.0,2
1,68.0,95.0,77.0,4095.0,2177.0,571.0,1261.0,195.0,2
1,64.0,72.0,95.0,4268.0,2205.0,514.0,1164.0,164.0,2
1,78.0,51.0,92.0,4239.0,1849.0,367.0,1124.0,151.0,2
0,34.0,10.0,86.0,2046.0,629.0,268.0,371.0,100.0,2
1,93.0,60.0,77.0,4183.0,2030.0,471.0,1245.0,158.0,2
0,53.0,48.0,103.0,3261.0,1712.0,483.0,595.0,177.0,2
0,66.0,23.0,83.0,2463.0,1290.0,354.0,576.0,111.0,2
1,65.0,8.0,88.0,2630.0,1256.0,334.0,888.0,121.0,2
1,64.0,38.0,98.0,4017.0,1715.0,421.0,1003.0,143.0,2
1,97.0,21.0,119.0,4228.0,2017.0,405.0,1086.0,144.0,2
1,70.0,43.0,111.0,4267.0,1824.0,477.0,1069.0,152.0,2
0,60.0,42.0,86.0,2818.0,1655.0,386.0,667.0,176.0,2
0,61.0,44.0,89.0,3318.0,1474.0,388.0,594.0,155.0,2
1,50.0,52.0,94.0,4164.0,1402.0,457.0,917.0,135.0,2
1,105.0,52.0,81.0,4096.0,2015.0,471.0,1186.0,151.0,2
1,78.0,21.0,107.0,3875.0,1660.0,465.0,1060.0,129.0,2
1,53.0,97.0,97.0,5260.0,2189.0,530.0,1114.0,208.0,2
0,53.0,26.0,93.0,2740.0,1289.0,394.0,400.0,114.0,2
1,76.0,45.0,90.0,4454.0,1891.0,496.0,1023.0,125.0,2
0,64.0,15.0,90.0,2393.0,1196.0,309.0,531.0,99.0,2
0,29.0,25.0,97.0,2568.0,867.0,313.0,356.0,125.0,2
0,65.0,47.0,95.0,3626.0,1660.0,419.0,504.0,165.0,2
0,58.0,17.0,60.0,2423.0,1026.0,254.0,440.0,90.0,2
1,78.0,69.0,89.0,4405.0,1957.0,525.0,1313.0,195.0,2
0,76.0,8.0,70.0,2252.0,1670.0,354.0,518.0,96.0,2
0,36.0,45.0,91.0,3166.0,1056.0,367.0,467.0,158.0,2
1,86.0,51.0,73.0,3552.0,1994.0,446.0,1101.0,138.0,2
0,33.0,58.0,87.0,3351.0,1375.0,391.0,428.0,108.0,2
1,72.0,47.0,99.0,4288.0,2051.0,393.0,1081.0,171.0,2
0,34.0,39.0,85.0,2612.0,1166.0,380.0,360.0,115.0,2
1,74.0,113.0,86.0,5106.0,2588.0,581.0,1239.0,166.0,2
1,58.0,80.0,95.0,4761.0,1585.0,538.0,1016.0,170.0,2
0,48.0,24.0,88.0,2824.0,1274.0,298.0,488.0,87.0,2
1,80.0,11.0,91.0,2911.0,1577.0,341.0,1036.0,114.0,2
1,106.0,14.0,75.0,2475.0,1861.0,376.0,1145.0,137.0,2
1,70.0,48.0,96.0,4053.0,1933.0,530.0,1114.0,165.0,2
1,63.0,50.0,83.0,3707.0,1869.0,440.0,1040.0,155.0,2
1,64.0,105.0,78.0,4576.0,2205.0,467.0,1205.0,160.0,2
0,32.0,73.0,93.0,2812.0,1431.0,436.0,546.0,165.0,2
0,32.0,9.0,88.0,2229.0,765.0,282.0,306.0,87.0,2
1,50.0,73.0,89.0,4068.0,1802.0,481.0,960.0,139.0,2
0,40.0,69.0,89.0,3954.0,1381.0,413.0,627.0,178.0,2
0,59.0,30.0,85.0,3072.0,1462.0,304.0,637.0,159.0,2
0,48.0,44.0,80.0,3127.0,1402.0,349.0,636.0,160.0,2
0,68.0,70.0,99.0,4878.0,1920.0,497.0,736.0,201.0,2
1,66.0,40.0,75.0,2925.0,1745.0,392.0,901.0,112.0,2
0,31.0,50.0,102.0,3077.0,1300.0,351.0,439.0,155.0,2
1,77.0,27.0,83.0,3447.0,1803.0,413.0,986.0,128.0,2
0,10.0,24.0,109.0,2506.0,647.0,316.0,305.0,129.0,2
1,85.0,20.0,90.0,3443.0,1566.0,280.0,1050.0,133.0,2
1,69.0,91.0,85.0,4367.0,1893.0,557.0,1251.0,173.0,2
1,90.0,29.0,86.0,3511.0,1878.0,416.0,1078.0,139.0,2
1,47.0,67.0,103.0,4484.0,1761.0,467.0,1044.0,166.0,2
0,47.0,60.0,105.0,4330.0,1831.0,512.0,719.0,169.0,2
0,38.0,3.0,103.0,2562.0,975.0,291.0,353.0,117.0,2
0,56.0,33.0,100.0,3184.0,1236.0,377.0,571.0,152.0,2
1,68.0,56.0,89.0,3548.0,1860.0,540.0,1211.0,187.0,2
0,35.0,68.0,97.0,3566.0,1482.0,489.0,508.0,169.0,2
0,49.0,16.0,79.0,2669.0,1088.0,300.0,407.0,101.0,2
0,62.0,14.0,97.0,3577.0,1353.0,369.0,520.0,125.0,2
0,74.0,23.0,89.0,3331.0,1532.0,327.0,734.0,152.0,2
1,64.0,13.0,114.0,3170.0,1654.0,480.0,949.0,136.0,2
1,64.0,14.0,97.0,3089.0,1419.0,424.0,904.0,141.0,2
1,59.0,25.0,107.0,3455.0,1563.0,434.0,906.0,134.0,2
0,36.0,62.0,70.0,2768.0,1327.0,397.0,715.0,172.0,2
1,71.0,29.0,96.0,3862.0,1773.0,499.0,1000.0,141.0,2
0,65.0,10.0,92.0,2751.0,1211.0,285.0,542.0,116.0,2
0,50.0,20.0,99.0,2653.0,1194.0,427.0,497.0,120.0,2
1,83.0,30.0,89.0,3738.0,1898.0,418.0,1038.0,130.0,2
0,49.0,6.0,77.0,2093.0,1010.0,266.0,386.0,106.0,2
1,91.0,21.0,82.0,3280.0,1996.0,434.0,1059.0,133.0,2
1,96.0,21.0,86.0,3540.0,2059.0,419.0,1100.0,125.0,2
1,63.0,25.0,73.0,2516.0,1348.0,273.0,907.0,100.0,2
1,73.0,40.0,52.0,1824.0,1654.0,275.0,948.0,123.0,2
1,81.0,27.0,92.0,3401.0,1611.0,386.0,1000.0,128.0,2
1,55.0,60.0,98.0,3646.0,1747.0,472.0,1050.0,161.0,2
0,51.0,30.0,101.0,3706.0,1351.0,369.0,517.0,104.0,2
0,24.0,33.0,84.0,2265.0,959.0,322.0,324.0,108.0,2
0,48.0,55.0,76.0,2970.0,1532.0,420.0,605.0,152.0,2
0,75.0,19.0,81.0,2954.0,1559.0,361.0,531.0,94.0,2
1,103.0,26.0,107.0,3930.0,2124.0,439.0,1218.0,172.0,2
1,74.0,47.0,94.0,3611.0,1576.0,450.0,947.0,118.0,2
0,29.0,49.0,69.0,3120.0,1015.0,342.0,515.0,157.0,2
0,81.0,17.0,81.0,3164.0,1544.0,371.0,686.0,136.0,2
0,51.0,54.0,68.0,2953.0,1309.0,284.0,551.0,111.0,2
0,48.0,27.0,106.0,3265.0,1247.0,360.0,501.0,151.0,2
0,48.0,41.0,79.0,3154.0,1236.0,350.0,580.0,136.0,2
0,68.0,6.0,78.0,2460.0,1211.0,282.0,547.0,117.0,2
1,38.0,67.0,103.0,3895.0,1392.0,493.0,913.0,163.0,2
0,26.0,11.0,118.0,3406.0,835.0,336.0,311.0,145.0,2
0,55.0,17.0,71.0,2363.0,1108.0,284.0,492.0,99.0,2
1,74.0,40.0,82.0,3651.0,2287.0,447.0,1073.0,140.0,2
0,45.0,36.0,86.0,2563.0,1193.0,344.0,538.0,136.0,2
1,97.0,75.0,93.0,4872.0,2406.0,540.0,1199.0,198.0,2
1,70.0,94.0,86.0,4677.0,2245.0,617.0,1187.0,219.0,2
0,33.0,5.0,89.0,2336.0,943.0,327.0,327.0,100.0,2
0,55.0,4.0,88.0,2451.0,970.0,300.0,516.0,139.0,2
1,73.0,96.0,86.0,4274.0,2247.0,565.0,1257.0,196.0,2
0,41.0,35.0,88.0,3021.0,1091.0,302.0,520.0,160.0,2
0,70.0,9.0,86.0,2928.0,1728.0,401.0,493.0,106.0,3
1,107.0,20.0,89.0,4248.0,1993.0,426.0,869.0,162.0,3
1,72.0,32.0,90.0,3332.0,1512.0,397.0,736.0,130.0,3
1,82.0,25.0,73.0,2897.0,1489.0,323.0,592.0,103.0,3
1,89.0,42.0,92.0,4229.0,1531.0,368.0,669.0,128.0,3
1,127.0,40.0,83.0,3695.0,2816.0,503.0,1069.0,180.0,3
1,111.0,61.0,84.0,4701.0,2528.0,492.0,1091.0,190.0,3
1,103.0,76.0,86.0,5705.0,2559.0,558.0,918.0,177.0,3
1,53.0,39.0,101.0,3453.0,1659.0,531.0,647.0,162.0,3
1,116.0,33.0,112.0,4979.0,2347.0,557.0,1098.0,196.0,3
1,93.0,7.0,100.0,3253.0,1965.0,483.0,944.0,186.0,3
1,121.0,73.0,86.0,4733.0,3310.0,620.0,1221.0,240.0,3
1,83.0,32.0,78.0,3210.0,1812.0,427.0,810.0,142.0,3
1,60.0,43.0,91.0,3825.0,1120.0,358.0,621.0,147.0,3
1,128.0,19.0,99.0,4456.0,2405.0,502.0,931.0,155.0,3
1,81.0,34.0,84.0,3681.0,1997.0,395.0,830.0,147.0,3
1,94.0,35.0,95.0,3490.0,2295.0,494.0,867.0,168.0,3
0,88.0,10.0,84.0,2885.0,1747.0,405.0,628.0,119.0,3
1,64.0,78.0,68.0,3265.0,1779.0,430.0,869.0,192.0,3
1,125.0,15.0,110.0,4170.0,2329.0,477.0,997.0,178.0,3
1,126.0,69.0,78.0,4465.0,2787.0,500.0,1019.0,183.0,3
1,148.0,5.0,83.0,4084.0,2513.0,450.0,1080.0,159.0,3
1,93.0,106.0,92.0,5932.0,2583.0,648.0,1068.0,269.0,3
1,142.0,10.0,92.0,3628.0,2822.0,494.0,1039.0,189.0,3
1,97.0,31.0,73.0,2956.0,1978.0,385.0,904.0,147.0,3
1,111.0,7.0,78.0,3251.0,1896.0,311.0,783.0,113.0,3
0,65.0,2.0,97.0,3099.0,1027.0,268.0,477.0,110.0,3
1,132.0,53.0,76.0,4678.0,2758.0,544.0,1161.0,193.0,3
1,87.0,4.0,86.0,2954.0,1791.0,352.0,652.0,130.0,3
1,84.0,2.0,64.0,2702.0,1763.0,309.0,655.0,94.0,3
0,36.0,8.0,90.0,2229.0,784.0,297.0,376.0,128.0,3
1,103.0,23.0,82.0,3507.0,1722.0,310.0,826.0,141.0,3
1,98.0,33.0,90.0,3459.0,1919.0,435.0,903.0,185.0,3
1,109.0,2.0,86.0,3664.0,2399.0,425.0,921.0,163.0,3
1,150.0,35.0,86.0,4938.0,2787.0,509.0,1223.0,193.0,3
1,133.0,49.0,88.0,5326.0,2842.0,513.0,1153.0,205.0,3
1,134.0,49.0,92.0,4404.0,2758.0,555.0,1188.0,198.0,3
1,102.0,60.0,93.0,3874.0,2259.0,513.0,993.0,189.0,3
0,69.0,8.0,91.0,2951.0,1387.0,359.0,633.0,145.0,3
1,77.0,72.0,102.0,4210.0,1970.0,538.0,990.0,218.0,3
1,142.0,59.0,83.0,5580.0,3113.0,572.0,1114.0,194.0,3
1,94.0,49.0,73.0,2979.0,2137.0,491.0,686.0,157.0,3
1,128.0,66.0,95.0,5181.0,2838.0,587.0,1242.0,232.0,3
1,111.0,40.0,81.0,4072.0,2308.0,505.0,881.0,185.0,3
1,108.0,17.0,101.0,3716.0,2191.0,444.0,825.0,143.0,3
1,85.0,40.0,87.0,3388.0,1967.0,427.0,829.0,160.0,3
1,132.0,38.0,95.0,4505.0,2811.0,579.0,948.0,163.0,3
1,80.0,23.0,106.0,3511.0,1698.0,438.0,856.0,147.0,3
1,94.0,49.0,96.0,3720.0,1862.0,457.0,844.0,208.0,3
1,162.0,54.0,109.0,5682.0,3754.0,749.0,1276.0,235.0,3
1,116.0,51.0,113.0,6084.0,2790.0,625.0,1009.0,258.0,3
1,97.0,44.0,92.0,3968.0,2500.0,521.0,900.0,163.0,3
1,104.0,17.0,118.0,3897.0,2156.0,509.0,755.0,165.0,3
1,94.0,48.0,83.0,4497.0,2060.0,361.0,889.0,172.0,3
1,115.0,25.0,92.0,3906.0,2666.0,499.0,846.0,159.0,3
1,94.0,29.0,63.0,3112.0,2245.0,406.0,811.0,132.0,3
1,111.0,23.0,98.0,3344.0,2093.0,452.0,926.0,158.0,3
1,113.0,78.0,104.0,6139.0,2815.0,545.0,1014.0,211.0,3
1,107.0,58.0,65.0,3163.0,2348.0,479.0,941.0,165.0,3
1,103.0,47.0,84.0,4178.0,2593.0,537.0,960.0,212.0,3
0,79.0,23.0,67.0,2538.0,1469.0,275.0,631.0,90.0,3
1,79.0,49.0,99.0,3922.0,1773.0,463.0,868.0,187.0,3
1,121.0,13.0,93.0,3878.0,2230.0,442.0,878.0,145.0,3
1,86.0,37.0,92.0,3747.0,2053.0,547.0,813.0,175.0,3
1,110.0,47.0,106.0,4272.0,2156.0,447.0,1042.0,215.0,3
1,87.0,80.0,92.0,5754.0,2954.0,560.0,835.0,171.0,3
1,73.0,118.0,100.0,5897.0,2757.0,709.0,1106.0,231.0,3
1,94.0,61.0,93.0,4335.0,2038.0,581.0,1179.0,204.0,3
1,88.0,35.0,96.0,3799.0,1732.0,489.0,707.0,155.0,3
1,83.0,51.0,87.0,3550.0,1997.0,473.0,793.0,185.0,3
1,106.0,52.0,81.0,3596.0,2517.0,456.0,881.0,161.0,3
0,83.0,30.0,83.0,3216.0,1770.0,408.0,654.0,115.0,3
1,117.0,43.0,84.0,3554.0,2429.0,504.0,983.0,171.0,3
1,115.0,46.0,104.0,4316.0,2480.0,545.0,956.0,196.0,3
1,113.0,11.0,90.0,4099.0,2262.0,423.0,895.0,144.0,3
0,68.0,49.0,75.0,3347.0,1810.0,348.0,532.0,117.0,3
1,140.0,43.0,95.0,4285.0,2975.0,524.0,1063.0,190.0,3
1,100.0,25.0,72.0,2885.0,2009.0,358.0,672.0,108.0,3
1,132.0,30.0,106.0,4598.0,3063.0,583.0,1039.0,201.0,3
1,79.0,32.0,92.0,4182.0,1436.0,347.0,844.0,150.0,3
1,106.0,78.0,98.0,5564.0,2431.0,561.0,1021.0,203.0,3
1,145.0,25.0,109.0,4514.0,2783.0,516.0,1020.0,175.0,3
1,175.0,50.0,69.0,4793.0,3505.0,574.0,1288.0,187.0,3
0,51.0,22.0,71.0,2066.0,1159.0,293.0,431.0,88.0,3
1,99.0,12.0,97.0,4016.0,2184.0,474.0,765.0,139.0,3
1,86.0,17.0,91.0,3288.0,1547.0,365.0,630.0,127.0,3
1,62.0,66.0,95.0,3928.0,2232.0,616.0,844.0,203.0,3
1,104.0,25.0,85.0,3664.0,2171.0,435.0,755.0,137.0,3
0,36.0,41.0,87.0,2752.0,1011.0,422.0,555.0,142.0,3
1,107.0,86.0,93.0,5547.0,2541.0,621.0,1248.0,239.0,3
1,128.0,71.0,112.0,6193.0,2903.0,627.0,1249.0,225.0,3
1,130.0,34.0,73.0,4261.0,2700.0,495.0,955.0,160.0,3
1,142.0,15.0,77.0,3948.0,2899.0,498.0,1014.0,157.0,3
1,116.0,24.0,87.0,3951.0,2440.0,500.0,917.0,146.0,3
1,78.0,40.0,97.0,3309.0,1381.0,412.0,628.0,155.0,3
1,96.0,57.0,76.0,4752.0,2364.0,467.0,982.0,181.0,3
1,130.0,71.0,105.0,6337.0,2845.0,556.0,1160.0,212.0,3
1,84.0,42.0,81.0,2715.0,2163.0,427.0,646.0,143.0,3
1,96.0,36.0,63.0,3337.0,1969.0,309.0,810.0,121.0,3
1,107.0,57.0,79.0,4694.0,2124.0,382.0,947.0,193.0,3
1,68.0,62.0,87.0,3686.0,2178.0,461.0,845.0,170.0,3
1,99.0,14.0,72.0,2892.0,2111.0,360.0,673.0,116.0,3
1,58.0,50.0,99.0,4184.0,1653.0,475.0,712.0,163.0,3
1,88.0,43.0,83.0,2936.0,1938.0,364.0,812.0,169.0,3
1,117.0,29.0,80.0,4068.0,2371.0,485.0,909.0,159.0,3
1,114.0,13.0,103.0,3166.0,2174.0,496.0,827.0,163.0,3
1,139.0,67.0,88.0,5521.0,2772.0,588.0,1146.0,210.0,3
1,119.0,23.0,72.0,3673.0,2329.0,447.0,872.0,139.0,3
1,80.0,33.0,96.0,4023.0,1508.0,373.0,709.0,149.0,3
1,133.0,54.0,97.0,4927.0,3074.0,630.0,1108.0,222.0,3
1,103.0,106.0,77.0,4915.0,2466.0,677.0,1002.0,207.0,3
1,125.0,86.0,76.0,5191.0,2553.0,625.0,1288.0,235.0,3
1,136.0,28.0,102.0,4608.0,2796.0,524.0,1074.0,211.0,3
1,124.0,36.0,108.0,5265.0,2963.0,600.0,1055.0,217.0,3
1,93.0,46.0,89.0,4636.0,1780.0,411.0,905.0,188.0,3
1,106.0,19.0,107.0,3509.0,2325.0,367.0,767.0,147.0,3
1,96.0,76.0,91.0,4669.0,2512.0,438.0,968.0,235.0,3
1,113.0,53.0,94.0,3731.0,2738.0,572.0,976.0,203.0,3
1,99.0,43.0,112.0,4575.0,2497.0,568.0,873.0,190.0,3
1,72.0,38.0,126.0,4539.0,1521.0,539.0,846.0,184.0,3
1,109.0,37.0,100.0,3481.0,2299.0,550.0,933.0,189.0,3
1,79.0,53.0,76.0,4000.0,1811.0,401.0,836.0,190.0,3
1,116.0,49.0,92.0,4009.0,2262.0,438.0,900.0,170.0,3
0,69.0,1.0,62.0,2116.0,1324.0,265.0,525.0,103.0,3
0,39.0,35.0,105.0,2648.0,1121.0,375.0,508.0,158.0,3
1,89.0,5.0,85.0,2926.0,2037.0,420.0,671.0,117.0,3
1,147.0,40.0,100.0,5157.0,2878.0,531.0,1214.0,194.0,3
1,113.0,8.0,97.0,3695.0,2076.0,450.0,846.0,170.0,3
1,95.0,30.0,72.0,3859.0,2013.0,345.0,775.0,141.0,3
