Y,red,green,blue,vis_1,ir_2,vis_2,ir_3,vis_3,E
1,73.0,8.0,101.0,3544.0,1603.0,409.0,1713.0,76.0,1
1,81.0,47.0,86.0,2837.0,1551.0,378.0,1710.0,74.0,1
0,50.0,39.0,75.0,2663.0,1209.0,289.0,536.0,128.0,1
1,80.0,20.0,82.0,3242.0,1520.0,376.0,1706.0,74.0,1
1,67.0,64.0,86.0,4246.0,1673.0,477.0,1748.0,85.0,1
1,67.0,19.0,71.0,2281.0,1444.0,311.0,1664.0,65.0,1
1,56.0,75.0,82.0,3199.0,1581.0,450.0,1657.0,87.0,1
1,89.0,82.0,82.0,5507.0,2113.0,467.0,1832.0,106.0,1
1,57.0,37.0,84.0,3340.0,1270.0,325.0,1625.0,60.0,1
0,42.0,50.0,91.0,3037.0,1558.0,402.0,518.0,155.0,1
1,49.0,61.0,85.0,3283.0,1521.0,433.0,1678.0,80.0,1
1,71.0,26.0,100.0,3314.0,1763.0,417.0,1709.0,87.0,1
0,63.0,22.0,87.0,2532.0,1376.0,404.0,517.0,126.0,1
1,72.0,2.0,88.0,3113.0,1281.0,365.0,1618.0,65.0,1
0,54.0,19.0,98.0,2929.0,1248.0,399.0,552.0,131.0,1
1,63.0,53.0,81.0,3460.0,1811.0,418.0,1705.0,80.0,1
1,75.0,93.0,84.0,3717.0,1801.0,412.0,1821.0,104.0,1
1,48.0,51.0,94.0,2892.0,1258.0,381.0,1680.0,86.0,1
0,57.0,4.0,95.0,2493.0,1290.0,369.0,506.0,114.0,1
1,77.0,60.0,79.0,3192.0,2200.0,469.0,1716.0,73.0,1
1,76.0,21.0,97.0,2856.0,1868.0,439.0,1659.0,74.0,1
0,64.0,18.0,85.0,2674.0,926.0,241.0,643.0,144.0,1
1,83.0,18.0,92.0,3719.0,1755.0,371.0,1680.0,68.0,1
0,40.0,43.0,71.0,2922.0,1140.0,253.0,460.0,120.0,1
0,68.0,10.0,103.0,2357.0,1443.0,336.0,594.0,129.0,1
0,36.0,3.0,75.0,1615.0,764.0,234.0,362.0,91.0,1
1,73.0,26.0,79.0,2921.0,1526.0,370.0,1645.0,66.0,1
1,69.0,51.0,91.0,3626.0,1575.0,370.0,1686.0,68.0,1
0,58.0,16.0,89.0,2640.0,1333.0,316.0,531.0,107.0,1
1,65.0,84.0,106.0,4455.0,2211.0,643.0,1757.0,105.0,1
1,59.0,46.0,114.0,3838.0,1754.0,427.0,1732.0,80.0,1
0,41.0,6.0,70.0,1931.0,868.0,269.0,371.0,100.0,1
0,65.0,26.0,69.0,2759.0,1505.0,331.0,550.0,111.0,1
1,44.0,50.0,115.0,4150.0,1325.0,446.0,1682.0,80.0,1
0,48.0,12.0,89.0,1931.0,1015.0,289.0,460.0,115.0,1
1,38.0,98.0,74.0,4284.0,1797.0,474.0,1008.0,162.0,2
1,102.0,27.0,81.0,3269.0,1954.0,381.0,965.0,109.0,2
1,63.0,50.0,87.0,3366.0,1432.0,452.0,1094.0,145.0,2
0,50.0,17.0,84.0,2536.0,1254.0,320.0,421.0,97.0,2
0,66.0,28.0,92.0,3034.0,1455.0,315.0,691.0,142.0,2
0,53.0,62.0,91.0,3393.0,1504.0,484.0,672.0,157.0,2
1,86.0,21.0,100.0,3797.0,1574.0,423.0,913.0,116.0,2
0,29.0,35.0,107.0,3299.0,941.0,381.0,411.0,127.0,2
0,39.0,70.0,91.0,3644.0,1327.0,469.0,734.0,202.0,2
1,79.0,30.0,88.0,3591.0,1884.0,404.0,1088.0,148.0,2
0,31.0,26.0,72.0,2452.0,881.0,328.0,307.0,115.0,2
1,79.0,9.0,105.0,2506.0,1783.0,454.0,996.0,119.0,2
0,17.0,64.0,88.0,3048.0,1032.0,328.0,452.0,129.0,2
0,70.0,9.0,92.0,3562.0,1342.0,348.0,630.0,155.0,2
1,82.0,48.0,80.0,4374.0,2023.0,408.0,1063.0,149.0,2
1,89.0,41.0,88.0,3955.0,1721.0,423.0,1089.0,136.0,2
1,108.0,66.0,89.0,5476.0,2954.0,614.0,1387.0,190.0,2
0,64.0,22.0,75.0,2939.0,1398.0,319.0,541.0,123.0,2
0,56.0,34.0,107.0,3311.0,1432.0,418.0,653.0,155.0,2
1,86.0,70.0,78.0,3837.0,2327.0,535.0,1056.0,134.0,2
1,59.0,55.0,104.0,3980.0,1728.0,503.0,975.0,162.0,2
1,71.0,53.0,71.0,3221.0,1977.0,407.0,1028.0,138.0,2
0,23.0,4.0,119.0,2776.0,839.0,364.0,326.0,115.0,2
1,81.0,2.0,75.0,2364.0,1386.0,336.0,911.0,93.0,2
1,60.0,26.0,87.0,3040.0,1332.0,318.0,879.0,119.0,2
1,67.0,42.0,72.0,2970.0,1664.0,369.0,1065.0,134.0,2
1,79.0,55.0,65.0,3521.0,2272.0,517.0,1235.0,133.0,2
1,59.0,54.0,97.0,4262.0,1564.0,397.0,974.0,141.0,2
1,91.0,104.0,69.0,4685.0,2800.0,611.0,1117.0,174.0,2
1,72.0,88.0,65.0,3747.0,2147.0,542.0,1218.0,172.0,2
1,76.0,41.0,73.0,3629.0,1917.0,409.0,1021.0,143.0,2
1,79.0,102.0,83.0,4498.0,2774.0,667.0,1103.0,196.0,2
0,56.0,38.0,88.0,3162.0,1362.0,339.0,618.0,162.0,2
0,23.0,28.0,65.0,1766.0,686.0,258.0,294.0,95.0,2
1,57.0,79.0,89.0,4101.0,1732.0,494.0,1082.0,205.0,2
0,54.0,18.0,95.0,3099.0,985.0,288.0,456.0,118.0,2
1,92.0,31.0,95.0,3248.0,1597.0,428.0,998.0,126.0,2
0,51.0,36.0,100.0,2925.0,1665.0,527.0,612.0,169.0,2
0,50.0,13.0,73.0,2170.0,997.0,266.0,417.0,82.0,2
1,91.0,54.0,105.0,4922.0,2372.0,525.0,1174.0,194.0,2
1,79.0,43.0,100.0,3573.0,1888.0,505.0,1080.0,156.0,2
0,60.0,14.0,95.0,3242.0,1327.0,368.0,565.0,124.0,2
1,92.0,59.0,103.0,4266.0,2537.0,565.0,1211.0,169.0,2
1,75.0,15.0,91.0,3196.0,1312.0,339.0,977.0,133.0,2
0,35.0,55.0,80.0,3004.0,1148.0,295.0,481.0,122.0,2
0,55.0,22.0,91.0,3249.0,1184.0,317.0,524.0,132.0,2
1,84.0,56.0,90.0,3942.0,2044.0,451.0,1108.0,150.0,2
0,71.0,12.0,83.0,2754.0,1331.0,338.0,535.0,112.0,2
1,70.0,3.0,95.0,2495.0,1374.0,353.0,990.0,131.0,2
1,81.0,16.0,97.0,3227.0,1483.0,353.0,1034.0,121.0,2
1,71.0,89.0,96.0,4972.0,1694.0,511.0,1107.0,193.0,2
0,52.0,23.0,93.0,2343.0,1238.0,331.0,427.0,101.0,2
0,58.0,63.0,80.0,3029.0,1834.0,417.0,713.0,172.0,2
1,56.0,29.0,95.0,2836.0,1275.0,383.0,840.0,104.0,2
0,47.0,35.0,84.0,2775.0,1119.0,345.0,467.0,123.0,2
0,51.0,17.0,86.0,2942.0,1032.0,327.0,446.0,118.0,2
0,73.0,14.0,83.0,2925.0,1293.0,311.0,429.0,103.0,2
1,85.0,0.0,107.0,3607.0,1906.0,406.0,1030.0,139.0,2
0,47.0,35.0,99.0,3121.0,1212.0,341.0,475.0,144.0,2
0,79.0,4.0,94.0,2864.0,1626.0,349.0,529.0,116.0,2
1,83.0,54.0,83.0,3962.0,1526.0,392.0,1083.0,146.0,2
1,66.0,50.0,95.0,3860.0,1828.0,403.0,884.0,139.0,2
0,58.0,13.0,77.0,2392.0,1058.0,301.0,428.0,95.0,2
0,47.0,40.0,90.0,3347.0,1085.0,317.0,455.0,146.0,2
1,46.0,87.0,95.0,4031.0,1647.0,396.0,1066.0,182.0,2
1,55.0,55.0,108.0,4025.0,1860.0,454.0,1010.0,145.0,2
0,35.0,80.0,124.0,5388.0,1282.0,559.0,637.0,221.0,2
0,47.0,26.0,100.0,3128.0,1020.0,338.0,559.0,135.0,2
1,92.0,66.0,89.0,4593.0,2632.0,542.0,1370.0,177.0,2
1,70.0,69.0,96.0,3869.0,1651.0,541.0,1068.0,211.0,2
0,28.0,14.0,97.0,2381.0,709.0,331.0,284.0,95.0,2
0,52.0,2.0,86.0,2056.0,952.0,251.0,484.0,134.0,2
1,76.0,33.0,92.0,3836.0,1709.0,421.0,945.0,134.0,2
1,94.0,31.0,94.0,4176.0,2360.0,492.0,1129.0,139.0,2
0,59.0,27.0,75.0,2375.0,1306.0,316.0,619.0,141.0,2
0,75.0,4.0,95.0,3508.0,1582.0,384.0,635.0,135.0,2
1,82.0,19.0,92.0,3553.0,1738.0,356.0,1012.0,127.0,2
0,27.0,29.0,84.0,2432.0,860.0,328.0,297.0,99.0,2
1,83.0,39.0,87.0,3096.0,1833.0,451.0,994.0,133.0,2
1,63.0,56.0,87.0,3762.0,1694.0,417.0,1006.0,140.0,2
1,52.0,51.0,108.0,3977.0,1609.0,477.0,1101.0,184.0,2
0,69.0,11.0,84.0,2974.0,1220.0,297.0,465.0,101.0,2
0,34.0,102.0,96.0,4734.0,1421.0,469.0,551.0,197.0,2
1,45.0,81.0,82.0,4073.0,1540.0,473.0,957.0,138.0,2
1,66.0,37.0,76.0,3190.0,1181.0,285.0,987.0,121.0,2
1,68.0,50.0,80.0,3109.0,1899.0,382.0,1063.0,159.0,2
0,49.0,37.0,103.0,3075.0,1311.0,378.0,575.0,144.0,2
1,77.0,19.0,84.0,2630.0,1401.0,319.0,888.0,97.0,2
1,78.0,31.0,92.0,3406.0,1818.0,445.0,1152.0,139.0,2
0,57.0,38.0,111.0,3671.0,1665.0,464.0,623.0,168.0,2
1,69.0,89.0,104.0,4691.0,2294.0,601.0,1154.0,240.0,2
1,105.0,18.0,89.0,3359.0,2081.0,375.0,1105.0,141.0,2
0,53.0,38.0,79.0,3416.0,1341.0,346.0,436.0,127.0,2
1,70.0,42.0,84.0,3463.0,1846.0,417.0,941.0,131.0,2
1,55.0,71.0,91.0,4093.0,1763.0,520.0,1034.0,156.0,2
1,93.0,51.0,99.0,4414.0,2477.0,552.0,1235.0,192.0,2
1,62.0,34.0,105.0,3873.0,1457.0,448.0,996.0,173.0,2
1,86.0,54.0,92.0,4230.0,2160.0,494.0,1087.0,157.0,2
0,46.0,6.0,89.0,2491.0,904.0,295.0,429.0,123.0,2
0,53.0,4.0,99.0,2710.0,1299.0,393.0,426.0,132.0,2
0,52.0,7.0,101.0,2791.0,983.0,313.0,411.0,123.0,2
1,68.0,95.0,77.0,4448.0,1672.0,499.0,1170.0,197.0,2
1,64.0,72.0,95.0,4149.0,2016.0,480.0,1049.0,184.0,2
1,78.0,51.0,92.0,4165.0,2055.0,538.0,1075.0,172.0,2
0,34.0,10.0,86.0,2692.0,855.0,329.0,350.0,120.0,2
1,93.0,60.0,77.0,4691.0,2152.0,481.0,1324.0,170.0,2
1,53.0,48.0,103.0,3868.0,1658.0,481.0,943.0,149.0,2
0,66.0,23.0,83.0,2528.0,1667.0,400.0,446.0,113.0,2
0,65.0,8.0,88.0,2759.0,1419.0,380.0,508.0,124.0,2
1,64.0,38.0,98.0,4028.0,1571.0,447.0,957.0,135.0,2
1,97.0,21.0,119.0,4189.0,1723.0,419.0,1086.0,158.0,2
1,70.0,43.0,111.0,3366.0,1606.0,461.0,962.0,150.0,2
0,60.0,42.0,86.0,3131.0,1414.0,379.0,508.0,128.0,2
1,61.0,44.0,89.0,2719.0,1505.0,372.0,957.0,137.0,2
1,50.0,52.0,94.0,3331.0,1418.0,329.0,907.0,122.0,2
1,105.0,52.0,81.0,3813.0,2221.0,483.0,1146.0,145.0,2
1,78.0,21.0,107.0,3150.0,1795.0,477.0,1038.0,129.0,2
1,53.0,97.0,97.0,5115.0,1643.0,560.0,1129.0,220.0,2
0,53.0,26.0,93.0,3130.0,1286.0,371.0,612.0,138.0,2
1,76.0,45.0,90.0,3075.0,2004.0,434.0,934.0,140.0,2
0,64.0,15.0,90.0,2159.0,1326.0,316.0,533.0,141.0,2
0,29.0,25.0,97.0,2492.0,831.0,314.0,337.0,110.0,2
1,65.0,47.0,95.0,3964.0,1842.0,493.0,1047.0,179.0,2
0,58.0,17.0,60.0,1558.0,1083.0,274.0,411.0,84.0,2
1,78.0,69.0,89.0,4047.0,2092.0,524.0,1052.0,169.0,2
0,76.0,8.0,70.0,2447.0,1460.0,300.0,568.0,115.0,2
0,36.0,45.0,91.0,3429.0,1032.0,326.0,446.0,119.0,2
1,86.0,51.0,73.0,3659.0,2037.0,413.0,1185.0,140.0,2
0,33.0,58.0,87.0,2895.0,1127.0,387.0,475.0,156.0,2
1,72.0,47.0,99.0,3392.0,1986.0,491.0,1161.0,164.0,2
0,34.0,39.0,85.0,2764.0,1023.0,285.0,424.0,130.0,2
1,74.0,113.0,86.0,4727.0,2495.0,668.0,1261.0,193.0,2
1,58.0,80.0,95.0,4198.0,1835.0,609.0,1163.0,172.0,2
0,48.0,24.0,88.0,2633.0,1250.0,344.0,505.0,132.0,2
0,80.0,11.0,91.0,2610.0,1416.0,301.0,625.0,140.0,2
1,106.0,14.0,75.0,2469.0,1940.0,388.0,1090.0,129.0,2
1,70.0,48.0,96.0,4234.0,1854.0,440.0,1179.0,185.0,2
1,63.0,50.0,83.0,3980.0,1454.0,389.0,1061.0,155.0,2
1,64.0,105.0,78.0,4757.0,2311.0,565.0,1162.0,148.0,2
0,32.0,73.0,93.0,3646.0,1069.0,406.0,638.0,189.0,2
0,32.0,9.0,88.0,2288.0,729.0,292.0,349.0,118.0,2
1,50.0,73.0,89.0,4070.0,1591.0,442.0,980.0,169.0,2
0,40.0,69.0,89.0,3554.0,1909.0,506.0,444.0,179.0,2
0,59.0,30.0,85.0,2721.0,1156.0,376.0,485.0,129.0,2
0,48.0,44.0,80.0,3054.0,1185.0,325.0,595.0,172.0,2
1,68.0,70.0,99.0,4344.0,2038.0,579.0,1045.0,184.0,2
1,66.0,40.0,75.0,3645.0,1564.0,369.0,984.0,148.0,2
0,31.0,50.0,102.0,3946.0,1123.0,359.0,445.0,160.0,2
1,77.0,27.0,83.0,3229.0,1677.0,381.0,1058.0,120.0,2
0,10.0,24.0,109.0,2656.0,671.0,311.0,253.0,97.0,2
1,85.0,20.0,90.0,3078.0,1473.0,413.0,1109.0,151.0,2
1,69.0,91.0,85.0,4324.0,1981.0,468.0,1199.0,182.0,2
1,90.0,29.0,86.0,3158.0,1730.0,434.0,1057.0,134.0,2
0,47.0,67.0,103.0,4398.0,1351.0,493.0,644.0,192.0,2
0,47.0,60.0,105.0,3649.0,1371.0,461.0,610.0,195.0,2
0,38.0,3.0,103.0,2541.0,916.0,315.0,365.0,115.0,2
0,56.0,33.0,100.0,3472.0,1130.0,405.0,499.0,145.0,2
1,68.0,56.0,89.0,4102.0,1724.0,427.0,1112.0,165.0,2
1,35.0,68.0,97.0,3577.0,1789.0,588.0,1033.0,156.0,2
0,49.0,16.0,79.0,2061.0,963.0,244.0,413.0,108.0,2
0,62.0,14.0,97.0,2406.0,1099.0,390.0,563.0,113.0,2
1,74.0,23.0,89.0,2960.0,1373.0,305.0,997.0,125.0,2
1,64.0,13.0,114.0,2805.0,1614.0,414.0,884.0,132.0,2
0,64.0,14.0,97.0,3185.0,1369.0,437.0,453.0,113.0,2
0,59.0,25.0,107.0,3517.0,1174.0,441.0,449.0,140.0,2
0,36.0,62.0,70.0,2699.0,1289.0,374.0,499.0,128.0,2
1,71.0,29.0,96.0,2888.0,1742.0,465.0,882.0,102.0,2
0,65.0,10.0,92.0,2772.0,1378.0,388.0,495.0,118.0,2
0,50.0,20.0,99.0,2985.0,1346.0,376.0,491.0,137.0,2
1,83.0,30.0,89.0,3083.0,2148.0,493.0,973.0,117.0,2
0,49.0,6.0,77.0,2049.0,921.0,243.0,429.0,89.0,2
1,91.0,21.0,82.0,2831.0,1627.0,334.0,1029.0,141.0,2
1,96.0,21.0,86.0,3651.0,1815.0,411.0,1030.0,138.0,2
0,63.0,25.0,73.0,2352.0,1302.0,298.0,507.0,100.0,2
1,73.0,40.0,52.0,2127.0,1765.0,348.0,950.0,99.0,2
0,81.0,27.0,92.0,2987.0,1625.0,304.0,721.0,130.0,2
0,55.0,60.0,98.0,3658.0,1486.0,456.0,575.0,175.0,2
1,51.0,30.0,101.0,3199.0,1243.0,390.0,896.0,139.0,2
0,24.0,33.0,84.0,2219.0,847.0,273.0,367.0,116.0,2
0,48.0,55.0,76.0,3330.0,1423.0,456.0,602.0,172.0,2
0,75.0,19.0,81.0,2303.0,1609.0,365.0,605.0,111.0,2
1,103.0,26.0,107.0,4514.0,2373.0,485.0,1185.0,150.0,2
1,74.0,47.0,94.0,3864.0,2269.0,538.0,1008.0,138.0,2
0,29.0,49.0,69.0,2622.0,980.0,329.0,369.0,94.0,2
1,81.0,17.0,81.0,2817.0,1732.0,357.0,1003.0,132.0,2
0,51.0,54.0,68.0,3020.0,1550.0,367.0,708.0,149.0,2
0,48.0,27.0,106.0,3167.0,1373.0,417.0,537.0,160.0,2
0,48.0,41.0,79.0,3163.0,1263.0,427.0,477.0,148.0,2
0,68.0,6.0,78.0,2924.0,1341.0,304.0,550.0,124.0,2
0,38.0,67.0,103.0,4958.0,1631.0,521.0,632.0,186.0,2
0,26.0,11.0,118.0,3082.0,770.0,387.0,384.0,156.0,2
0,55.0,17.0,71.0,2520.0,1139.0,253.0,484.0,115.0,2
1,74.0,40.0,82.0,3387.0,1519.0,399.0,997.0,140.0,2
0,45.0,36.0,86.0,3279.0,1145.0,388.0,528.0,133.0,2
1,97.0,75.0,93.0,5225.0,2625.0,565.0,1298.0,176.0,2
1,70.0,94.0,86.0,4626.0,1776.0,444.0,1212.0,188.0,2
0,33.0,5.0,89.0,2445.0,703.0,285.0,335.0,97.0,2
0,55.0,4.0,88.0,2380.0,1073.0,350.0,450.0,128.0,2
1,73.0,96.0,86.0,5056.0,2371.0,546.0,1322.0,210.0,2
0,41.0,35.0,88.0,2979.0,1157.0,365.0,443.0,146.0,2
1,70.0,9.0,86.0,2484.0,1594.0,363.0,677.0,128.0,3
1,107.0,20.0,89.0,4507.0,2167.0,382.0,861.0,171.0,3
1,72.0,32.0,90.0,3146.0,1432.0,406.0,691.0,148.0,3
1,82.0,25.0,73.0,3283.0,1290.0,264.0,622.0,109.0,3
1,89.0,42.0,92.0,3551.0,2095.0,503.0,844.0,163.0,3
1,127.0,40.0,83.0,4231.0,2745.0,468.0,995.0,180.0,3
1,111.0,61.0,84.0,4069.0,2311.0,491.0,986.0,220.0,3
1,103.0,76.0,86.0,4276.0,2681.0,514.0,968.0,178.0,3
0,53.0,39.0,101.0,3200.0,1483.0,311.0,624.0,183.0,3
1,116.0,33.0,112.0,3968.0,2174.0,481.0,980.0,189.0,3
1,93.0,7.0,100.0,4128.0,2073.0,499.0,765.0,159.0,3
1,121.0,73.0,86.0,4426.0,2861.0,573.0,830.0,152.0,3
1,83.0,32.0,78.0,3459.0,1892.0,391.0,603.0,129.0,3
1,60.0,43.0,91.0,3601.0,1436.0,353.0,639.0,160.0,3
1,128.0,19.0,99.0,3951.0,2364.0,513.0,981.0,191.0,3
1,81.0,34.0,84.0,3376.0,1771.0,378.0,748.0,158.0,3
1,94.0,35.0,95.0,4214.0,2106.0,512.0,799.0,168.0,3
1,88.0,10.0,84.0,3270.0,1534.0,371.0,712.0,137.0,3
1,64.0,78.0,68.0,3784.0,2028.0,509.0,872.0,166.0,3
1,125.0,15.0,110.0,4594.0,2635.0,576.0,1040.0,183.0,3
1,126.0,69.0,78.0,4523.0,2724.0,564.0,1265.0,220.0,3
1,148.0,5.0,83.0,4305.0,2668.0,468.0,961.0,134.0,3
1,93.0,106.0,92.0,5560.0,2859.0,585.0,1135.0,272.0,3
1,142.0,10.0,92.0,4796.0,2362.0,424.0,1069.0,191.0,3
1,97.0,31.0,73.0,2870.0,2096.0,394.0,791.0,143.0,3
1,111.0,7.0,78.0,3558.0,2290.0,424.0,864.0,141.0,3
0,65.0,2.0,97.0,3034.0,1211.0,284.0,474.0,127.0,3
1,132.0,53.0,76.0,4705.0,2830.0,518.0,1208.0,168.0,3
1,87.0,4.0,86.0,2925.0,1627.0,347.0,658.0,112.0,3
1,84.0,2.0,64.0,2172.0,1410.0,262.0,661.0,103.0,3
0,36.0,8.0,90.0,2016.0,981.0,329.0,435.0,113.0,3
1,103.0,23.0,82.0,3695.0,2187.0,496.0,795.0,145.0,3
1,98.0,33.0,90.0,2847.0,2048.0,421.0,804.0,135.0,3
1,109.0,2.0,86.0,3698.0,2196.0,444.0,762.0,129.0,3
1,150.0,35.0,86.0,3888.0,2998.0,504.0,1049.0,169.0,3
1,133.0,49.0,88.0,5182.0,2585.0,523.0,1151.0,193.0,3
1,134.0,49.0,92.0,5169.0,2770.0,525.0,1245.0,227.0,3
1,102.0,60.0,93.0,4101.0,2501.0,606.0,997.0,184.0,3
0,69.0,8.0,91.0,3274.0,1258.0,285.0,525.0,137.0,3
1,77.0,72.0,102.0,4830.0,2203.0,568.0,786.0,228.0,3
1,142.0,59.0,83.0,5045.0,2786.0,537.0,1188.0,215.0,3
1,94.0,49.0,73.0,3628.0,2147.0,405.0,847.0,161.0,3
1,128.0,66.0,95.0,5304.0,3220.0,577.0,1153.0,219.0,3
1,111.0,40.0,81.0,4630.0,2461.0,479.0,1043.0,150.0,3
1,108.0,17.0,101.0,3208.0,1968.0,433.0,831.0,145.0,3
1,85.0,40.0,87.0,3639.0,2013.0,469.0,820.0,184.0,3
1,132.0,38.0,95.0,4720.0,2650.0,466.0,1056.0,195.0,3
0,80.0,23.0,106.0,3421.0,1923.0,397.0,725.0,177.0,3
1,94.0,49.0,96.0,3744.0,2041.0,553.0,834.0,179.0,3
1,162.0,54.0,109.0,4998.0,3309.0,591.0,1236.0,268.0,3
1,116.0,51.0,113.0,5348.0,2654.0,603.0,1162.0,267.0,3
1,97.0,44.0,92.0,3827.0,2402.0,533.0,860.0,159.0,3
1,104.0,17.0,118.0,4193.0,1900.0,527.0,727.0,160.0,3
1,94.0,48.0,83.0,3538.0,2458.0,487.0,775.0,155.0,3
1,115.0,25.0,92.0,3618.0,2242.0,416.0,880.0,151.0,3
1,94.0,29.0,63.0,3214.0,2026.0,373.0,850.0,128.0,3
1,111.0,23.0,98.0,3618.0,2452.0,470.0,808.0,171.0,3
1,113.0,78.0,104.0,5570.0,2755.0,572.0,908.0,234.0,3
1,107.0,58.0,65.0,3755.0,2437.0,490.0,982.0,172.0,3
1,103.0,47.0,84.0,3627.0,2085.0,498.0,1082.0,191.0,3
1,79.0,23.0,67.0,2654.0,1495.0,304.0,655.0,107.0,3
1,79.0,49.0,99.0,3976.0,2351.0,499.0,760.0,172.0,3
1,121.0,13.0,93.0,4025.0,2194.0,467.0,1001.0,186.0,3
1,86.0,37.0,92.0,3696.0,1438.0,406.0,683.0,134.0,3
1,110.0,47.0,106.0,3703.0,2465.0,593.0,1012.0,228.0,3
1,87.0,80.0,92.0,3727.0,2400.0,590.0,871.0,187.0,3
1,73.0,118.0,100.0,5996.0,2538.0,537.0,892.0,245.0,3
1,94.0,61.0,93.0,4555.0,2218.0,465.0,909.0,185.0,3
1,88.0,35.0,96.0,3374.0,1858.0,495.0,775.0,130.0,3
1,83.0,51.0,87.0,3559.0,2100.0,469.0,759.0,142.0,3
1,106.0,52.0,81.0,3894.0,2493.0,550.0,1030.0,176.0,3
1,83.0,30.0,83.0,3530.0,1816.0,396.0,799.0,128.0,3
1,117.0,43.0,84.0,4504.0,2879.0,578.0,1075.0,186.0,3
1,115.0,46.0,104.0,4478.0,2525.0,531.0,982.0,195.0,3
1,113.0,11.0,90.0,3503.0,2212.0,496.0,974.0,163.0,3
1,68.0,49.0,75.0,2719.0,1760.0,449.0,770.0,144.0,3
1,140.0,43.0,95.0,4683.0,2678.0,618.0,1316.0,215.0,3
1,100.0,25.0,72.0,2967.0,1571.0,332.0,703.0,147.0,3
1,132.0,30.0,106.0,5003.0,2791.0,562.0,1063.0,205.0,3
0,79.0,32.0,92.0,2555.0,1537.0,338.0,651.0,151.0,3
1,106.0,78.0,98.0,5146.0,2426.0,519.0,1053.0,229.0,3
1,145.0,25.0,109.0,4686.0,3022.0,575.0,1102.0,189.0,3
1,175.0,50.0,69.0,4174.0,3262.0,545.0,1426.0,222.0,3
0,51.0,22.0,71.0,2226.0,1069.0,296.0,405.0,106.0,3
1,99.0,12.0,97.0,3490.0,1895.0,394.0,752.0,182.0,3
1,86.0,17.0,91.0,2891.0,1796.0,353.0,787.0,148.0,3
1,62.0,66.0,95.0,4114.0,1989.0,519.0,705.0,157.0,3
1,104.0,25.0,85.0,3786.0,1789.0,405.0,981.0,194.0,3
0,36.0,41.0,87.0,2552.0,1117.0,333.0,492.0,137.0,3
1,107.0,86.0,93.0,5575.0,2889.0,659.0,1183.0,257.0,3
1,128.0,71.0,112.0,5919.0,3155.0,681.0,1110.0,229.0,3
1,130.0,34.0,73.0,4009.0,2585.0,371.0,964.0,148.0,3
1,142.0,15.0,77.0,3787.0,2216.0,411.0,954.0,147.0,3
1,116.0,24.0,87.0,3761.0,2514.0,456.0,935.0,169.0,3
1,78.0,40.0,97.0,3626.0,1816.0,445.0,644.0,138.0,3
1,96.0,57.0,76.0,4072.0,2123.0,430.0,915.0,193.0,3
1,130.0,71.0,105.0,5134.0,2962.0,656.0,1130.0,236.0,3
1,84.0,42.0,81.0,3502.0,1793.0,378.0,744.0,145.0,3
1,96.0,36.0,63.0,3327.0,2000.0,348.0,853.0,150.0,3
1,107.0,57.0,79.0,3113.0,2109.0,413.0,744.0,165.0,3
1,68.0,62.0,87.0,3971.0,1863.0,490.0,810.0,179.0,3
1,99.0,14.0,72.0,2559.0,1972.0,394.0,750.0,118.0,3
1,58.0,50.0,99.0,4149.0,1678.0,455.0,667.0,176.0,3
1,88.0,43.0,83.0,3197.0,1973.0,467.0,872.0,133.0,3
1,117.0,29.0,80.0,3801.0,2199.0,483.0,919.0,155.0,3
1,114.0,13.0,103.0,4143.0,2464.0,483.0,910.0,169.0,3
1,139.0,67.0,88.0,5039.0,3292.0,584.0,1190.0,200.0,3
1,119.0,23.0,72.0,3589.0,2676.0,450.0,944.0,142.0,3
0,80.0,33.0,96.0,3561.0,1645.0,427.0,699.0,150.0,3
1,133.0,54.0,97.0,5053.0,3218.0,633.0,1186.0,216.0,3
1,103.0,106.0,77.0,5272.0,3027.0,605.0,1112.0,271.0,3
1,125.0,86.0,76.0,4938.0,2665.0,566.0,1139.0,221.0,3
1,136.0,28.0,102.0,4706.0,3037.0,581.0,1056.0,188.0,3
1,124.0,36.0,108.0,4156.0,2741.0,585.0,1074.0,219.0,3
1,93.0,46.0,89.0,3721.0,2066.0,497.0,839.0,182.0,3
1,106.0,19.0,107.0,4633.0,1972.0,393.0,816.0,149.0,3
1,96.0,76.0,91.0,5068.0,2485.0,465.0,1059.0,193.0,3
1,113.0,53.0,94.0,3688.0,2442.0,493.0,915.0,197.0,3
1,99.0,43.0,112.0,5050.0,2354.0,568.0,979.0,222.0,3
1,72.0,38.0,126.0,4177.0,1967.0,629.0,756.0,201.0,3
1,109.0,37.0,100.0,4292.0,2022.0,406.0,1001.0,192.0,3
1,79.0,53.0,76.0,3652.0,2101.0,400.0,771.0,141.0,3
1,116.0,49.0,92.0,4495.0,2495.0,438.0,1022.0,237.0,3
0,69.0,1.0,62.0,2459.0,1362.0,266.0,493.0,85.0,3
0,39.0,35.0,105.0,2976.0,1254.0,424.0,471.0,132.0,3
1,89.0,5.0,85.0,3390.0,1554.0,346.0,698.0,141.0,3
1,147.0,40.0,100.0,5283.0,3226.0,573.0,1276.0,213.0,3
1,113.0,8.0,97.0,4722.0,2201.0,406.0,897.0,161.0,3
1,95.0,30.0,72.0,2615.0,1866.0,384.0,931.0,156.0,3
